"ID";"ENSEIGNE";"NUMERO ET LIBELLE DE VOIE";"COMPLEMENT";"CODE POSTAL";"COMMUNE"
24802;"L'araignee Au Plafond";"3 avenue paul bert";;"92190";"MEUDON"
24803;"A Rabelais";"32 rue republique";;"92190";"MEUDON"
24804;"Les Tilleuls";"13 place stalingrad";;"92190";"MEUDON"
24805;"L'historic";"31 route de vaugirard";;"92190";"MEUDON"
24806;"Le Nemrod";"37 avenue aristide briand";;"92120";"MONTROUGE"
24807;"La Divette";"63 avenue aristide briand";;"92120";"MONTROUGE"
24808;"Le Carves";"130 avenue aristide briand";;"92120";"MONTROUGE"
24809;"Le Tabac Du Marche";"68 rue de bagneux";;"92120";"MONTROUGE"
24810;"Le Rond Point";"18 place jean jaures";;"92120";"MONTROUGE"
24811;"A L'ecritoire";"125 avenue jean jaures";;"92120";"MONTROUGE"
24812;"Le Verdon";"127 bis avenue verdier";;"92120";"MONTROUGE"
24813;"Le Petit Paris";"39 avenue de la republique";;"92120";"MONTROUGE"
24814;"Le Gaulois";"101 avenue de la republique";;"92120";"MONTROUGE"
24815;"Tabc Presse Loto Du Marche";"10 avenue de la libération";;"92350";"PLESSIS-ROBINSON"
24816;"Tabac Presse Papetrie";"27 avenue leon blum";;"92350";"PLESSIS-ROBINSON"
24817;"Mag'presse";"15 bis avenue charles de gaulle";;"92350";"PLESSIS-ROBINSON"
24818;"Le Reinitas";"77 avenue de robinson";"Plessis Robinson-tabac-";"92350";"PLESSIS-ROBINSON"
24819;"Le Celtique";"5 bis rue du tour de l' etang";;"92350";"PLESSIS-ROBINSON"
24820;"Tabac";"42 rue dailly";;"92210";"SAINT-CLOUD"
24821;"Tabac De La Poste Monier";"4 place du pas";;"92210";"SAINT-CLOUD"
24822;"Le Magenta";"1 place magenta";;"92210";"SAINT-CLOUD"
24823;"Tabac";"56/60 rue du mont-valérien";;"92210";"SAINT-CLOUD"
24824;"Le Beau Site";"140 bd republique";;"92210";"SAINT-CLOUD"
24825;"Tabac De La Colline";"37 rue d orleans";;"92210";"SAINT-CLOUD"
24826;"Tabac Des Studios";"13 bd senart";;"92210";"SAINT-CLOUD"
24827;"Le Cafe De L'avenir";"5 rue du docteur roux";;"92330";"SCEAUX"
24828;"Tabac - Gare Rer Robinson";"4 avenue de la gare";;"92330";"SCEAUX"
24829;"Le Saint Claude";"35 rue houdan";;"92330";"SCEAUX"
24830;"Le Chiquito";"71 rue houdan";;"92330";"SCEAUX"
24831;"Tabac De La Mairie";"61 grande rue";;"92310";"SEVRES"
24832;"L'europeen";"109 grande rue";;"92310";"SEVRES"
24833;"Tabac Presse";"21 grande rue";;"92310";"SEVRES"
24834;"Les Jardies";"1 place p brossolette";;"92310";"SEVRES"
24835;"Le Balto";"12 rue pierre midrin";;"92310";"SEVRES"
24836;"Tabac De La Gare";"22 rue jacques jezequel";;"92170";"VANVES"
24837;"Le Maine Anjou";"4 rue jean jaures";;"92170";"VANVES"
24838;"Le Maryland";"24 rue de la republique";;"92170";"VANVES"
24839;"Au Soleil Levant";"83 avenue victor hugo";;"92170";"VANVES"
24840;"Coteaux Des Chablis";"62 avenue clos toutain";;"92420";"VAUCRESSON"
24841;"Le Crystal";"6 bd de la republiqu";;"92420";"VAUCRESSON"
24842;"L'escale";"105 bd de la republique";;"92420";"VAUCRESSON"
24843;"Le Saint Cloud";"24 rue de st cloud";;"92410";"VILLE-D'AVRAY"
24844;"Le Fontenoy";"3 rue de sevres";;"92410";"VILLE-D'AVRAY"
24845;"Tabac De L'ecole Centrale";"5 avenue de la division leclerc";;"92290";"CHATENAY-MALABRY"
24846;"La Cavee";"183 avenue du general de gaulle";;"92140";"CLAMART"
24847;"Librairie-tabac-journaux";"95 rue de la bourcilliere";;"92140";"CLAMART"
24848;"Le Muguet";"1494 avenue roger salengro";;"92370";"CHAVILLE"
24849;"Tabac";"151 rue adolphe pajeaud";;"92160";"ANTONY"
24850;"Tabac Du Metro";"79 rue mirabeau";;"92160";"ANTONY"
24851;"Tabac";"2 rue léon jouhaux";;"92160";"ANTONY"
24852;"Au Fil Des Jours";"102 avenue de paris ";;"92320";"CHATILLON"
24853;"Toute La Presse";"106 rue du point du jour";;"92100";"BOULOGNE-BILLANCOURT"
24854;"Tabac Serie";"23 place marcel pagnol";;"92100";"BOULOGNE-BILLANCOURT"
24855;"Le Monde En Marche";"60 avenue de paris";;"92320";"CHATILLON"
24856;"Le Silly";"143 rue de silly";;"92100";"BOULOGNE-BILLANCOURT"
24857;"Le Pave Des Gardes";"38 route du pave des gardes";;"92310";"SEVRES"
24858;"La Maison De La Presse";"1 place francois spoerry..";;"92350";"PLESSIS-ROBINSON"
24859;"Europe Cafe Courses";"79/81 avenue pierre brossolette";;"92120";"MONTROUGE"
24860;"Brasserie Du Forum";"250 allée du forum";"Pont De Sèvres";"92100";"BOULOGNE-BILLANCOURT"
24861;"Tabac Saint Germain";"3 cours de l'ancienne boulangerie";;"92130";"ISSY-LES-MOULINEAUX"
24862;"--";"61 boulevard de la république";;"92100";"BOULOGNE-BILLANCOURT"
24863;"Au Malibu Les Vertus";"29 rue charron";;"93300";"AUBERVILLIERS"
24864;"Le Concorde";"52 rue des cites";;"93300";"AUBERVILLIERS"
24865;"Tabac";"23 rue commandant l'herminier";;"93300";"AUBERVILLIERS"
24866;"Tabac";"156 rue danielle casanova";;"93300";"AUBERVILLIERS"
24867;"Tabac";"120 rue helene cochennec";;"93300";"AUBERVILLIERS"
24868;"Le Rallye";"11 avenue jean jaures";;"93300";"AUBERVILLIERS"
24869;"Le Mariland";"89 avenue jean jaures";;"93300";"AUBERVILLIERS"
24870;"Tabac De La Mairie";"20 rue du moutier";;"93300";"AUBERVILLIERS"
24871;"Le Réal";"63 rue du moutier";;"93300";"AUBERVILLIERS"
24872;"Le Jean Bart";"2 rue charles tillon";;"93300";"AUBERVILLIERS"
24873;"Tabac";"39 avenue de la republique";;"93300";"AUBERVILLIERS"
24874;"Le Balto";"91 avenue de la republique";;"93300";"AUBERVILLIERS"
24875;"Le Pont De Stains";"98 rue sadi carnot";;"93300";"AUBERVILLIERS"
24876;"Café De La Paix";"29 rue de saint denis";;"93300";"AUBERVILLIERS"
24877;"Le Clos Saint Auber";"57 avenue victor hugo";;"93300";"AUBERVILLIERS"
24878;"Brasserie De La Gare";"1 avenue anatole france";;"93600";"AULNAY-SOUS-BOIS"
24879;"Café Le Rond Point";"58 avenue anatole france";;"93600";"AULNAY-SOUS-BOIS"
24880;"Le Narval";"10 place camelinat";;"93600";"AULNAY-SOUS-BOIS"
24881;"L'oasis";"55 allee circulaire";;"93600";"AULNAY-SOUS-BOIS"
24882;"Temirat";"108 avenue de la croix blanche";;"93600";"AULNAY-SOUS-BOIS"
24883;"Le Floréal";"2 place roger vaillant";"Za De Chanteloup";"93600";"AULNAY-SOUS-BOIS"
24884;"Tabac";"vestibule gare d'aulnay-sous-bois";;"93600";"AULNAY-SOUS-BOIS"
24885;"Tabac Du Marché";"5 rue jacques duclos ";;"93600";"AULNAY-SOUS-BOIS"
24886;"Le Rallye";"42 rue jules princet";;"93600";"AULNAY-SOUS-BOIS"
24887;"L'amigo";"155 bd lefevre";;"93600";"AULNAY-SOUS-BOIS"
24888;"Au Gros Peupliers";"1 avenue du raincy";;"93600";"AULNAY-SOUS-BOIS"
24889;"Tabac De La République";"1 place de la republique";;"93600";"AULNAY-SOUS-BOIS"
24890;"Le Maximilien";"50 rue maximilien robespierre";;"93600";"AULNAY-SOUS-BOIS"
24891;"Le Strasbourg";"1 bd de strasbourg";;"93600";"AULNAY-SOUS-BOIS"
24892;"Tabac";"106 bd de strasbourg";;"93600";"AULNAY-SOUS-BOIS"
24893;"Le Narval";"22 rue edouard vaillant";;"93170";"BAGNOLET"
24894;"Tabac";"24 rue girardot";;"93170";"BAGNOLET"
24895;"Le Pasteur";"142 avenue pasteur";;"93170";"BAGNOLET"
24896;"L'ariel";"7 rue pierre brossolette";;"93170";"BAGNOLET"
24897;"Tabac De L'hotel De Ville";"2 rue raoul berton";;"93170";"BAGNOLET"
24898;"Le Central";"199 rue robespierre";;"93170";"BAGNOLET"
24899;"L'aristide";"28 avenue aristide briand";;"93150";"BLANC-MESNIL"
24900;"Le Chiquito";"angle 123 avenue charles floquet";"Et 16 Rue Pegoud - Tabac";"93150";"BLANC-MESNIL"
24901;"Tabac Du Musée De L'air";"110 avenue du 8 mai 1945";;"93150";"BLANC-MESNIL"
24902;"Le Balto";"92 avenue paul vaillant couturier";;"93150";"BLANC-MESNIL"
24903;"Le Globe";"27 avenue pierre et marie curie";;"93150";"BLANC-MESNIL"
24904;"Le Drop";"79 avenue de la republique";;"93150";"BLANC-MESNIL"
24905;"Centre Commercial Des Tilleuls - Tabac -";"22 rue maurice audin";;"93150";"BLANC-MESNIL"
24906;"Le Bel Air";"25 avenue edouard vaillant";;"93000";"BOBIGNY"
24907;"A L'étoile D'or";"22 rue de l etoile";;"93000";"BOBIGNY"
24908;"Tabac Presse Boutouta";"7 place des nations unies";;"93000";"BOBIGNY"
24909;"Le Savoie";"63 rue de paris";;"93000";"BOBIGNY"
24910;"Yanis";"64 rue jules guesde";;"93140";"BONDY"
24911;"Le Fontenoy";"48 route d'aulnay";;"93140";"BONDY"
24912;"Tabac De La Gare";"11 rue edouard vaillant";;"93140";"BONDY"
24913;"Le Cyrano";"210 rue edouard vaillant";;"93140";"BONDY"
24914;"Le Mistral";"27 rue etienne dolet";;"93140";"BONDY"
24915;"Le Blues Bar";"1 rue de la fraternite";;"93140";"BONDY"
24916;"Salles - Kiosque Tabac -";"gare sncf de bondy";;"93140";"BONDY"
24917;"Le Havan'cuir";"7 place nicole neuburger";;"93140";"BONDY"
24918;"Tabac Presse Loto";"24 avenue suzanne buisson";;"93140";"BONDY"
24919;"Aviatic";"30 avenue de la division leclerc";;"93350";"BOURGET"
24920;"Tabac Ballee Jean-yves";"bp 91 - 91 avenue de la division leclerc";;"93351";"BOURGET"
24921;"La Civette Du Bourget";"15 rue etienne dolet";;"93350";"BOURGET"
24922;"Tabac Presse Dury";"cc des marronniers";;"93390";"CLICHY-SOUS-BOIS"
24923;"Tabac Des 7 Iles";"257 allee de montfermeil";;"93390";"CLICHY-SOUS-BOIS"
24924;"Tabac";"centre cial les 7 iles";;"93370";"MONTFERMEIL"
24925;"Au Soleil D'or";"place aristide briand";;"93470";"COUBRON"
24926;"Tabac Des Fleurs";"67 rue anatole france";;"93120";"COURNEUVE"
24927;"Tabac";"40 rue de la convention";;"93120";"COURNEUVE"
24928;"Tabac";"2 avenue jean mermoz";;"93120";"COURNEUVE"
24929;"Le Jollois";"39 bd pasteur";;"93120";"COURNEUVE"
24930;"L'imprévu";"1 avenue paul vaillant-couturier";;"93120";"COURNEUVE"
24931;"Tabac Des 4 Routes";"52 avenue paul vaillant couturier";;"93120";"COURNEUVE"
24932;"Le Vaillant";"130 avenue paul vaillant couturier";;"93120";"COURNEUVE"
24933;"Tabac Avenir";"60 rue saint stenay ctre cial avenir";;"93700";"DRANCY"
24934;"Tabac De La Gare";"190 avenue anatole france";;"93700";"DRANCY"
24935;"Tabac";"gare blanc mesnil drancy";;"93700";"DRANCY"
24936;"L'équipe";"43 rue gutenberg";;"93700";"DRANCY"
24937;"Aux Jeunes Chen - Café Tabac Les Tilleuls";"60 avenue henri barbusse";;"93700";"DRANCY"
24938;"Tabac";"135 avenue henri barbusse";;"93700";"DRANCY"
24939;"Le Nemrod";"97 rue henri langlois";;"93700";"DRANCY"
24940;"Le Balto";"229 avenue jean jaures";;"93700";"DRANCY"
24941;"Le Voltigeur";"70 avenue marceau";;"93700";"DRANCY"
24942;"La Fontaine";"14 rue arthur fontaine";;"93700";"DRANCY"
24943;"Le Celtique";"1 bd paul vaillant couturier";;"93700";"DRANCY"
24944;"Le Brazza";"76 rue roger salengro";;"93700";"DRANCY"
24945;"Le Terminus";"224 avenue du 8 mai 1945";;"93440";"DUGNY"
24946;"Le Flash";"1 place gabriel peri";;"93440";"DUGNY"
24947;"Presse De L'obélisque";"15 impasse du noyer bossu";;"93800";"EPINAY-SUR-SEINE"
24948;"La Civette Des Mobiles";"56 bd foch";;"93800";"EPINAY-SUR-SEINE"
24949;"Café De La Gare";"53 avenue gabriel peri";;"93800";"EPINAY-SUR-SEINE"
24950;"Le Week-end";"7 avenue gallieni";;"93800";"EPINAY-SUR-SEINE"
24951;"Tabac";"gare sncf d'epinay-villetaneuse";;"93800";"EPINAY-SUR-SEINE"
24952;"Le Tabac Du Cygne";"132 avenue joffre";;"93800";"EPINAY-SUR-SEINE"
24953;"Librairie Farragut";"15 rue de lille";;"93800";"EPINAY-SUR-SEINE"
24954;"Le Criquet";"18 rue de marseille";;"93800";"EPINAY-SUR-SEINE"
24955;"Tabac Presse Mansi";"5 rue d'ormesson";;"93800";"EPINAY-SUR-SEINE"
24956;"Café - Tabac De La Place";"22 place du general de gaulle";;"93220";"GAGNY"
24957;"Le Tabac Du Chesnay";"13 place tavarnelle";"Val Di Pesa - Tabac -";"93220";"GAGNY"
24958;"Tabac";"quai de la gare de gagny";;"93220";"GAGNY"
24959;"Le Bonheur";"44 rue du general leclerc";;"93220";"GAGNY"
24960;"Le Clémenceau";"24 rue georges remond";;"93220";"GAGNY"
24961;"L'abbaye";"2 rue de la haute carriere";;"93220";"GAGNY"
24962;"Tabac De L'epoque";"2 rue joannes";;"93220";"GAGNY"
24963;"Le Chavannes";"162 allee de montfermeil";;"93220";"GAGNY"
24964;"Tabac Du Château";"35 avenue de rambouillet";;"93220";"GAGNY"
24965;"O Portofino";"place churchill";;"93460";"GOURNAY-SUR-MARNE"
24966;"Tabac De L'eglise";"2 avenue paul doumer";;"93460";"GOURNAY-SUR-MARNE"
24967;"Tabac De La Mairie";"2 rue mechin";;"93450";"ILE-SAINT-DENIS"
24968;"Le Celtique";"53 rue de noisy le sec";;"93260";"LILAS"
24969;"Le Calumet";"78 rue de paris";;"93260";"LILAS"
24970;"Le Jean Bart";"159 rue de paris";;"93260";"LILAS"
24971;"Le Ponsard";"13 rue de romainville";;"93260";"LILAS"
24972;"Les Epinettes";"42 avenue du marechal juin";;"93260";"LILAS"
24973;"Tabac Presse Librairie";"121 av. cesar collaveri";"Librairie-tabac";"93190";"LIVRY-GARGAN"
24974;"Le Cyrano";"39 rue eugene masse";;"93190";"LIVRY-GARGAN"
24975;"Stany's Place";"1 place gabriel beillon";;"93190";"LIVRY-GARGAN"
24976;"Le Longchamp";"69 avenue du marechal leclerc";;"93190";"LIVRY-GARGAN"
24977;"Le Fontenoy";"17 place de la liberation";;"93190";"LIVRY-GARGAN"
24978;"La Civette";"4 bd de chanzy";;"93190";"LIVRY-GARGAN"
24979;"Le Reinitas";"61 avenue paul bert";;"93190";"LIVRY-GARGAN"
24980;"Le Sévigné";"36 avenue winston churchill";;"93190";"LIVRY-GARGAN"
24981;"Aranchina";"164 avenue gabriel peri";;"93370";"MONTFERMEIL"
24982;"Tabac De La Mairie";"43 rue henri barbusse";;"93370";"MONTFERMEIL"
24983;"Tabac";"116 avenue des sciences";;"93370";"MONTFERMEIL"
24984;"Tabac";"35 avenue aristide briand";;"93100";"MONTREUIL"
24985;"Flore De Havane";"246 bis bd aristide briand";;"93100";"MONTREUIL"
24986;"Le Celtique";"175 bd de la boissiere";;"93100";"MONTREUIL"
24987;"Le Bergerac";"29 rue de l eglise";;"93100";"MONTREUIL"
24988;"Tabac Presse Laïfa";"5 rue eugene varlin";;"93100";"MONTREUIL"
24989;"Le Tabac Du Plateau";"90 bd henri barbusse";;"93100";"MONTREUIL"
24990;"Tabac";"40 rue de lagny";;"93100";"MONTREUIL"
24991;"Tabac Montana";"45 rue michelet";;"93100";"MONTREUIL"
24992;"Le Calumet";"248 rue de paris";;"93100";"MONTREUIL"
24993;"Le Pasteur";"10 avenue pasteur";;"93100";"MONTREUIL"
24994;"Le Villiers";"100 avenue pasteur";;"93100";"MONTREUIL"
24995;"Aux 7 Chemins";"72 bd paul vaillant couturier";;"93100";"MONTREUIL"
24996;"Le Wilson";"176 avenue du president wilson";;"93100";"MONTREUIL"
24997;"Le Ninas";"61 rue robespierre";;"93100";"MONTREUIL"
24998;"Tabac Du Lycée ";"76 rue de rosny";;"93100";"MONTREUIL"
24999;"Les Copains - Snc Lorenzo";"294 rue de rosny";;"93100";"MONTREUIL"
25000;"Le Saint Laurent";"64 bd rouget de l'isle";;"93100";"MONTREUIL"
25001;"Tabac De La Paix";"148 rue des ruffins";;"93100";"MONTREUIL"
25002;"Bar Tabac De La Cité";"221 bd theophile sueur";;"93100";"MONTREUIL"
25003;"Le Madrigal";"64 avenue daniel perdrige";;"93360";"NEUILLY-PLAISANCE"
25004;"Le Grand Paris";"13 bd gallieni";;"93360";"NEUILLY-PLAISANCE"
25005;"Tabac";"22 avenue du marechal foch";;"93360";"NEUILLY-PLAISANCE"
25006;"Tabac De La Poste";"46 avenue du marechal foch";;"93360";"NEUILLY-PLAISANCE"
25007;"Le Petit Foch";"86 avenue du marechal foch";;"93360";"NEUILLY-PLAISANCE"
25008;"Tabac De L'eglise";"60 avenue victor hugo";;"93360";"NEUILLY-PLAISANCE"
25009;"Civette Et Presse De La Mairie";"place du chanoine heroux";;"93330";"NEUILLY-SUR-MARNE"
25010;"La Terrasse";"10 bd foch";;"93330";"NEUILLY-SUR-MARNE"
25011;"Librairie Du Val De Marne";"70-72 rue du 11 novembre";;"93330";"NEUILLY-SUR-MARNE"
25012;"Au Tabac Bleu";"54 avenue paul vaillant couturier";;"93330";"NEUILLY-SUR-MARNE"
25013;"La Plume D'or";"7 avenue michel goutier - c.cial";;"93160";"NOISY-LE-GRAND"
25014;"Kosan";"15 bd marechal foch";;"93160";"NOISY-LE-GRAND"
25015;"Le Brazza";"à l'angle 1 rue docteur sureau et";"140-142 Rue Pierre Brossolette - Tabac";"93160";"NOISY-LE-GRAND"
25016;"Le Celtique";"1 rue anatole france";;"93130";"NOISY-LE-SEC"
25017;"Tabac";"gare de noisy-le-sec";;"93130";"NOISY-LE-SEC"
25018;"Le Brazza";"7 bd de la republique";;"93130";"NOISY-LE-SEC"
25019;"Presse Stephenson";"2 square stephenson";;"93130";"NOISY-LE-SEC"
25020;"Kassir Tabac";"25 avenue anatole france";;"93500";"PANTIN"
25021;"Le Paris-lille";"36 avenue du cimetiere parisien";;"93500";"PANTIN"
25022;"L'avenir";"21 rue courtois";"Angle De La Rue Jacquart";"93500";"PANTIN"
25023;"Le Marigny";"47 rue denis papin";;"93500";"PANTIN"
25024;"Le Relais Du Pont";"2 avenue edouard vaillant";;"93500";"PANTIN"
25025;"Le Cyrano";"178 avenue du general leclerc";;"93500";"PANTIN"
25026;"Royal Quatre Chemins";"70 avenue jean jaures";;"93500";"PANTIN"
25027;"Le Flash";"3 rue sainte marguerite";;"93500";"PANTIN"
25028;"Le Saint Claude";"54 avenue jean lolive";;"93500";"PANTIN"
25029;"Volubilis";"11 rue jules auffret";;"93500";"PANTIN"
25030;"Le Victor Hugo";"135 avenue jean lolive";;"93500";"PANTIN"
25031;"Europe Tabac";"203 avenue jean lolive";;"93500";"PANTIN"
25032;"Tabac Hoche";"30 rue du pre st gervais";;"93500";"PANTIN"
25033;"Le Narval";"27 rue victor hugo";;"93500";"PANTIN"
25034;"Le Narval";"12 avenue albert thomas";;"93320";"PAVILLONS-SOUS-BOIS"
25035;"Au Tabac De La Fourche";"29 avenue aristide briand";;"93320";"PAVILLONS-SOUS-BOIS"
25036;"L'espérance";"132 avenue aristide briand";;"93320";"PAVILLONS-SOUS-BOIS"
25037;"La Civette Des Papillons";"116 avenue jean jaures";;"93320";"PAVILLONS-SOUS-BOIS"
25038;"Le Tabac Des Anges";"2 avenue victor hugo";;"93320";"PAVILLONS-SOUS-BOIS"
25039;"Le Ninos";"203 avenue elysee reclus";;"93380";"PIERREFITTE-SUR-SEINE"
25040;"L'express";"2 place du general leclerc";;"93380";"PIERREFITTE-SUR-SEINE"
25041;"Le Fuego";"80 avenue lenine";;"93380";"PIERREFITTE-SUR-SEINE"
25042;"Le Balto";"29 rue de paris";;"93380";"PIERREFITTE-SUR-SEINE"
25043;"Le Diplomate";"52 bd pasteur";;"93380";"PIERREFITTE-SUR-SEINE"
25044;"Tabac";"58 rue pierre curie";;"93380";"PIERREFITTE-SUR-SEINE"
25045;"Le Président";"92 avenue du president wilson";;"93210";"SAINT-DENIS"
25046;"La Montjoie";"171 avenue du president wilson";;"93210";"SAINT-DENIS"
25047;"Le Royal Club";"220 avenue du president wilson";;"93210";"SAINT-DENIS"
25048;"Le Danton";"59 avenue andre joineau";;"93310";"PRE-SAINT-GERVAIS"
25049;"Le Menphis";"37 rue gabriel peri";;"93310";"PRE-SAINT-GERVAIS"
25050;"Le Doremi";"10 rue du 14 juillet";;"93310";"PRE-SAINT-GERVAIS"
25051;"Bar - Brasserie - Hôtel Du Plateau";"1 rond point de montfermeil";;"93340";"RAINCY"
25052;"Le Fontenoy";"134 avenue de la resistance";;"93340";"RAINCY"
25053;"La Civette Du Raincy";"8 place du general de gaulle";;"93340";"RAINCY"
25054;"Chez Ana - L'arc-en-ciel";"58 avenue de metz";;"93230";"ROMAINVILLE"
25055;"Tabac De La Mairie";"3 rue de paris";;"93230";"ROMAINVILLE"
25056;"Tabac";"160 rue de la republique";;"93230";"ROMAINVILLE"
25057;"Le Brazza";"4 place salvador allende";;"93230";"ROMAINVILLE"
25058;"Le Carnot";"1 avenue de verdun";;"93230";"ROMAINVILLE"
25059;"L'ariel";"114 avenue de verdun";;"93230";"ROMAINVILLE"
25060;"La Tabatière";"1 rue philibert hoffmann";;"93110";"ROSNY-SOUS-BOIS"
25061;"Café De La Gare - Tabac De La Gare";"22 avenue de la republique";;"93110";"ROSNY-SOUS-BOIS"
25062;"Tabac Presse De L'eglise";"2 et 4 rue du general gallieni";"Villa Carnot - Tabac -";"93110";"ROSNY-SOUS-BOIS"
25063;"La Royale";"angle 44 au 48 rue francis de pressense";"Et 15 Chemin D'aubervilliers - Tabac";"93200";"SAINT-DENIS"
25064;"Le Casa Nuova";"104 rue danielle casanova";;"93200";"SAINT-DENIS"
25065;"Le Fontenoy";"2 place square de geyter";;"93200";"SAINT-DENIS"
25066;"Le Champs De Courses";"29 rue diderot";;"93200";"SAINT-DENIS"
25067;"Le Maryland";"34 rue gabriel peri";;"93200";"SAINT-DENIS"
25068;"Au Diplomate";"68 rue gabriel peri";;"93200";"SAINT-DENIS"
25069;"Tabac";"127 rue gabriel peri";;"93200";"SAINT-DENIS"
25070;"Tabac Du Barrage";"149 rue gabriel peri";;"93200";"SAINT-DENIS"
25071;"Tabac";"place de la gare saint-denis";;"93200";"SAINT-DENIS"
25072;"Tabac";"44 rue henri barbusse";;"93200";"SAINT-DENIS"
25073;"Le Balto";"44 bd jules guesde";;"93200";"SAINT-DENIS"
25074;"Le Parmentier";"7 rue lorget";;"93200";"SAINT-DENIS"
25075;"Les Bons Vivants";"5 bd ornano";;"93200";"SAINT-DENIS"
25076;"Le Lutecia";"106 avenue paul vaillant couturier";;"93200";"SAINT-DENIS"
25077;"Le Métropole";"32 rue de la republique";;"93200";"SAINT-DENIS"
25078;"Le Week-end";"81 rue de la republique";;"93200";"SAINT-DENIS"
25079;"Le Khedive";"3 place victor hugo";;"93200";"SAINT-DENIS"
25080;"Le Dôme";"1 rue albert dhalenne";;"93400";"SAINT-OUEN"
25081;"Le Chiquito";"31 rue charles schmidt";;"93400";"SAINT-OUEN"
25082;"Le Maryland";"62 rue du docteur bauer";;"93400";"SAINT-OUEN"
25083;"Le Senoritas";"169 rue du docteur bauer";;"93400";"SAINT-OUEN"
25084;"L'elégance Meghdas";"67 avenue gabriel peri";;"93400";"SAINT-OUEN"
25085;"Le Landy";"1 bd jean jaures";;"93400";"SAINT-OUEN"
25086;"Tabac";"3 place de la republique";;"93400";"SAINT-OUEN"
25087;"Tabac";"2 avenue michelet";;"93400";"SAINT-OUEN"
25088;"Tabac Les Rosiers";"56 rue des rosiers";;"93400";"SAINT-OUEN"
25089;"L'impérial";"38 route d'aulnay";;"93270";"SEVRAN"
25090;"Le Terminus";"10 rue de la gare";;"93270";"SEVRAN"
25091;"Le Balto";"13 place gaston bussiere";;"93270";"SEVRAN"
25092;"La Civette De Freinville";"48 rue liegard";;"93270";"SEVRAN"
25093;"Le Bonheur";"13 avenue aristide briand";;"93240";"STAINS"
25094;"Tabac De La Mairie";"1 rue carnot";;"93240";"STAINS"
25095;"Le Royal";"76 rue jean jaures";;"93240";"STAINS"
25096;"Le Narval";"95 bd jules guesde";;"93240";"STAINS"
25097;"Tabac Presse Loto";"4 allee des ecureuils";;"93240";"STAINS"
25098;"Le Celtique";"60 rue parmentier";;"93240";"STAINS"
25099;"Totem";"35 avenue paul vaillant couturier";;"93240";"STAINS"
25100;"La Civette De Stains";"107 avenue de stalingrad";;"93240";"STAINS"
25101;"Le Reinitas";"15 place albert thomas";;"93290";"TREMBLAY-EN-FRANCE"
25102;"Mag Presse";"77 avenue henri barbusse";;"93290";"TREMBLAY-EN-FRANCE"
25103;"Le Galion";"22 bis avenue pasteur";;"93290";"TREMBLAY-EN-FRANCE"
